Target	Source
STAT5B	PTPN6
STAT5B	SRC
STAT5B	STAT5A
STK11	MARK1
STK11	MARK2
STK11	MARK4
STK11	PARD3
STK11	PRKAA1
STK11	PTEN
STK11	RPS6KB1
STK11	SIK1
STK11	SMARCA4
STK11	SNRK
STK39	MAPK14
STK39	SLC12A2
STK39	SLC12A6
STK3	CTTNBP2NL
STK3	PPP2CA
STK3	PPP2R1A
STK3	RAF1
STK3	SLMAP
STMN4	PHIP
STRN3	CCT6A
STRN3	CTTNBP2NL
STRN3	PPP2CA
STRN3	PPP2CB
STRN3	PPP2R1A
STRN3	SLMAP
STRN3	STK3
STRN3	STRN
STRN4	CCT6A
STRN4	CTTNBP2NL
STRN4	NBEA
STRN4	PI4KA
STRN4	PPP2CA
STRN4	PPP2CB
STRN4	PPP2R1A
STRN4	STK3
STRN4	STRN
STRN4	STRN3
STRN	ATF7IP
STRN	CCT6A
STRN	CTTNBP2NL
STRN	PPP2CA
STRN	PPP2CB
STRN	PPP2R1A
STRN	SLMAP
STRN	STK3
STUB1	AKT1
STUB1	BMPR1B
STUB1	ERBB2
STUB1	HSF1
STUB1	HSPA4
STUB1	HSPD1
STUB1	LRRK2
STUB1	MAP3K5
STUB1	MAPT
STUB1	NOS1
STUB1	PPP2R1A
STUB1	PSMA3
STUB1	RAF1
STUB1	SGK1
STUB1	SMAD1
STUB1	SMAD4
STUB1	SMURF1
STXBP3	PRKCA
SUB1	CSNK2A1
SUB1	CSTF2
SUB1	HNF4A
SUB1	HSF1
SUDS3	ARID4B
SUDS3	HDAC2
SUDS3	SAP130
SUDS3	SIN3A
SUDS3	SIN3B
SUPT16H	NEK9
SUPT16H	POLD1
SUPT16H	SMCHD1
SUPT16H	SSRP1
SUPT6H	IWS1
SUZ12	CTCF
SUZ12	DNMT1
SUZ12	EED
SUZ12	EZH1
SUZ12	GATA4
SUZ12	HDAC2
SUZ12	JARID2
SUZ12	KDM5A
SUZ12	MTF2
SUZ12	PHF1
SUZ12	SETDB1
SVEP1	ATF7IP
SYK	CBL
SYK	CBLB
SYK	DBNL
SYK	EPOR
SYK	FCGR2A
SYK	FGR
SYK	GAB2
SYK	HNRNPU
SYK	INPP5D
SYK	JAK1
SYK	MAP4K1
SYK	PIK3R1
SYK	PIK3R2
SYK	PLCG1
SYK	PLCG2
SYK	PRKCA
SYK	PTK2
SYK	PTPN6
SYK	PXN
SYK	RASA1
SYK	SH2B2
SYK	SRC
SYK	STAT5A
SYMPK	CPSF3
SYMPK	CSTF2
SYMPK	HSF1
SYMPK	HTT
SYN1	AMPH
SYN1	BIN1
SYN1	CAMK2G
SYN1	KAT5
SYN1	NOS1AP
SYN1	PAK1
SYN1	PAK2
SYN1	PAK3
SYN1	PIK3R1
SYN1	PLCG1
SYN1	RASA1
SYN1	SRC
SYNCRIP	EPRS
SYNCRIP	HNRNPK
SYNCRIP	HNRNPU
SYNCRIP	PABPC1
SYNCRIP	PCSK7
SYNCRIP	SF3A2
SYNJ1	AMPH
SYNJ1	BIN1
SYNJ1	FNBP4
SYNJ1	ITSN1
SYNJ1	PACSIN1
SYNJ1	SH3BP1
SYNJ1	SNX9
SYT1	CACNA1A
SYT1	NR3C1
SYT1	NRXN1
SYT1	PPARG
SYT1	RIMS1
SYT1	SNAP25
SYT1	SYNCRIP
SYT2	NRXN1
SYT2	SYNCRIP
SYT5	NRXN1
SYTL1	NRXN1
SYVN1	ATN1
SYVN1	ERLIN2
SYVN1	SGK1
TAF15	KAT2B
TAF15	PRMT1
TAF15	SAFB
TAF15	SF1
TAF15	TAF1
TAF1	CSNK2A1
TAF1	FOS
TAF1	GTF2A1
TAF1	HMGB1
TAF1	HSF1
TAF1	PHF8
TAF1	RELA
TAF1	SUB1
TAF4B	RELA
TAF5L	ATXN7
TAF5L	ATXN7L3
TAF5L	KAT2B
TAF6	CIITA
TAF6	GTF2A1
TAF6	NCOR1
TAF6	NFYA
TAF6	RELA
TAF6	TAF1
TANC1	CAMK2A
TANC1	DLGAP1
TANC1	GRIA1
TANC1	GRIN2B
TANC1	HOMER1
TAOK1	MARK1
TAOK1	MARK2
TAOK1	MST1
TAOK2	ELK1
TARDBP	FUS
TARDBP	HDAC6
TARDBP	IRAK1
TARDBP	SETDB1
TBC1D10A	GRIN1
TBC1D10A	SLC9A3R1
TBL1XR1	NCOR1
TBP	ATXN7
TBP	BCL3
TBP	BRF1
TBP	BTAF1
TBP	CAND2
TBP	CREBBP
TBP	CXXC1
TBP	DHX9
TBP	DRAP1
TBP	FOS
TBP	GTF2A1
TBP	GTF3C2
TBP	GTF3C3
TBP	HMGB1
TBP	HNRNPK
TBP	HSF1
TBP	HTT
TBP	KDM5A
TBP	NACA
TBP	NCOA1
TBP	NR3C1
TBP	PAX5
TBP	PAX6
TBP	POU2F2
TBP	PSMC2
TBP	REL
TBP	RELA
TBP	RRN3
TBP	RXRA
TBP	SMARCA2
TBP	SP1
TBP	SPI1
TBP	SPIB
TBP	SUB1
TBP	TAF1
TBP	TAF15
TBP	TAF3
TBP	TAF4B
TBP	TAF6
TBX5	GATA4
TCEA1	CIR1
TCEA1	CTDP1
TCEA1	IWS1
TCEB2	ARNT
TCEB2	ASB2
TCEB2	HIF1A
TCEB2	NRBP1
TCERG1	CHAF1A
TCERG1	CHD3
TCERG1	HNRNPM
TCERG1	HSPA4
TCERG1	HTT
TCERG1	NPM1
TCERG1	SETDB1
TCERG1	SF1
TCERG1	SF3A2
TCERG1	SF3B1
TCERG1	SF3B2
TCERG1	SF3B4
TCF12	CREBBP
TCF12	SOX8
TCF4	CTNNB1
TCF4	HBP1
TCF4	JUP
TCF7L1	CTNNB1
TCF7L2	CREBBP
TCF7L2	CSNK2A1
TCF7L2	CTBP1
TCF7L2	CTNNB1
TCF7L2	DAXX
TCF7L2	JUP
TCP10	PARD6A
TEK	ANGPT1
TEK	CBL
TEK	GRB14
TEK	PIK3R1
TEK	PTPRB
TEK	STAT5A
TEK	STAT5B
TERF2	ACD
TERF2IP	ACD
TERF2IP	AP2B1
TERF2IP	POT1
TERF2IP	TERF2
TERF2	MUS81
TERF2	POT1
TFDP1	E2F3
TFDP1	E2F4
TFDP1	E2F5
TFDP1	E2F6
TFDP1	LIN54
TFE3	E2F3
TFE3	HMGB1
TFE3	SMAD4
TFPT	ACTR5
TFPT	ELL
TFPT	INO80
TFPT	NFRKB
TGFB1I1	GIT1
TGFB1I1	ITGA4
TGFB1I1	NR3C1
TGFB1I1	PTK2
TGFB1I1	PTPN12
TGFB1I1	SLC6A3
TGFBR1	AP2B1
TGFBR1	ASH2L
TGFBR1	BMPR1B
TGFBR1	BTBD2
TGFBR1	CD44
TGFBR1	CDC20
TGFBR1	CTNNB1
TGFBR1	EIF2AK4
TGFBR1	GNA13
TGFBR1	IKBKB
TGFBR1	KATNB1
TGFBR1	LIMS1
TGFBR1	MAP3K7
TGFBR1	NEK6
TGFBR1	NUAK2
TGFBR1	OCLN
TGFBR1	PAK1
TGFBR1	PARD6A
TGFBR1	PIK3R1
TGFBR1	PIK3R2
TGFBR1	PML
TGFBR1	PREX2
TGFBR1	RAB34
TGFBR1	RAB6B
TGFBR1	SAMD8
TGFBR1	SMAD1
TGFBR1	SMAD4
TGFBR1	SMAD6
TGFBR1	SMURF1
TGFBR1	STUB1
TH	CAMK2G
TH	CDK11B
TH	CSNK2A1
T	HLA-A
T	HLA-DRB5
T	HLA-E
THRB	BRD8
THRB	CAMK2B
THRB	CNOT1
THRB	COPS2
THRB	CTCF
THRB	FOXO1
THRB	HDAC2
THRB	JMJD1C
THRB	NCOA1
THRB	NCOA2
THRB	NCOR1
THRB	NCOR2
THRB	RXRA
THRB	RXRB
THRB	RXRG
THRB	SRC
TIAM1	ABCA1
TIAM1	ANK1
TIAM1	CAMK2G
TIAM1	CD44
TIAM1	EPHA2
TIAM1	MAPK8IP2
TIAM1	PARD3
TIAM1	PRKCA
TIAM1	PRKCE
TIAM1	PRKCG
TIAM1	PRKCZ
TIAM1	RAC1
TIAM1	SRC
TICAM2	IL1RAP
TICAM2	IRAK1
TICAM2	SARM1
TINF2	ACD
TINF2	POT1
TINF2	TERF2
TINF2	TERF2IP
TJP1	ACTN4
TJP1	CTNNA1
TJP1	EGFR
TJP1	GRIN1
TJP1	MLLT4
TJP1	OCLN
TLE1	AES
TLE1	ATN1
TLE1	BTBD2
TLE1	CTNNB1
TLE1	EIF2S2
TLE1	FUBP1
TLE1	HMGB1
TLE1	HNF1A
TLE1	KDM6A
TLE1	LEF1
TLE1	RUNX3
TLE1	SIX1
TLE1	SIX2
TLE2	HMGB1
TLE2	TLE1
TLE4	CUX1
TLE4	OTX2
TLE4	PAX5
TLN1	ITGA2B
TLN1	ITGB7
TLN1	LRP2
TLN1	PTK2
TLN1	PXN
TNFRSF11A	CBL
TNFRSF11A	CBLB
TNFRSF11A	GAB2
TNFRSF11A	MAP3K7
TNFRSF11A	SRC
TNIK	CTNNB1
TNIK	TCF7L2
TNK2	CDC42
TNK2	EGFR
TNK2	RASGRF1
TNK2	SNX9
TNK2	SRC
TNKS2	FNBP1
TNKS2	GRB14
TNR	BCAN
TNR	NCAN
T	NRP2
TNS3	SRC
TOP1	BTBD2
TOP1	CSNK2A1
TOP1	GTF3C1
TOP1	H2AFY
TOP1	NCL
TOP2A	CDC5L
TOP2A	CDT1
TOP2A	CSNK2A1
TOP2A	DHX9
TOP2A	HDAC2
TOP2A	PRKCA
TOP2A	PRKCG
TOP2A	RANBP2
TOP2A	TOP1
TOP2B	BAZ1B
TOP2B	HDAC2
TOP2B	RANBP2
TOP2B	TOP2A
TOP3A	PLK1
TOP3B	CHD8
TP53	ABL1
TP53	ARID3A
TP53	ARIH2
TP53	ATF3
TP53	ATR
TP53	BANP
TP53	BBC3
TP53	BCR
TP53BP1	CRB2
TP53BP1	HDAC4
TP53BP1	IFI16
TP53BP1	NFKB1
TP53BP1	PAXIP1
TP53BP1	RELA
TP53BP1	TERF2
TP53BP1	TP53
TP53BP2	ATXN7
TP53BP2	KIF5A
TP53BP2	MAGI1
TP53BP2	PPP1CA
TP53BP2	RELA
TP53BP2	TP53
TP53	BRF1
TP53	BTBD2
TP53	CABLES1
TP53	CARM1
TP53	CCDC106
TP53	CDC42
TP53	CFLAR
TP53	CHD3
TP53	COPS2
TP53	COPS4
TP53	CREB1
TP53	CREBBP
TP53	CSNK2A1
TP53	CTBP1
TP53	CUL4A
TP53	CUL9
TP53	DAXX
TP53	DHCR24
TP53	DHFR
TP53	DNMT1
TP53	EGR1
TP53	EHMT1
TP53	EIF2S2
TP53	ELL
TP53	ETS1
TP53	ETS2
TP53	FBXO11
TP53	FOXO1
TP53	HABP4
TP53	HDAC2
TP53	HIF1A
TP53	HIPK1
TP53	HMGB1
TP53	HNF4A
TP53	HNRNPK
TP53	HSPA4
TP53	HSPD1
TP53	HTT
TP53	HUWE1
TP53	IFI16
TP53	IGF1R
TP53	IKBKB
TP53	ING1
TP53	ITCH
TP53	KAT2B
TP53	KAT5
TP53	KLF10
TP53	KLF4
TP53	MAPK10
TP53	MAPK11
TP53	MAPK14
TP53	MAPK8
TP53	MDM4
TP53	MTA1
TP53	MTA2
TP53	MTOR
TP53	NCL
TP53	NCOA1
TP53	NCOR1
TP53	NFYA
TP53	NMT1
TP53	NPM1
TP53	NR3C1
TP53	NUMB
TP53	PLK1
TP53	PML
TP53	PPM1D
TP53	PPP1CA
TP53	PPP2CA
TP53	PRKCA
TP53	PRMT1
TP53	PSME3
TP53	PTEN
TP53	PTK2
TP53	RANBP2
TP53	RNF20
TP53	SENP3
TP53	SETD2
TP53	SETD8
TP53	SIN3A
TP53	SIN3B
TP53	SMARCA4
TP53	SMARCC1
TP53	SP1
TP53	SP3
TP53	STK11
TP53	STUB1
TP53	SYVN1
TP53	TAF1
TP53	TAF6
TP53	TBP
TP53	TFDP1
TP53	THRB
TP53	TOP1
TP53	TOP2A
TP53	TOP2B
TP73	ABL1
TP73	BIN1
TP73	CABLES1
TP73	CHD3
TP73	CREBBP
TP73	DAXX
TP73	HECW2
TP73	HMGB1
TP73	ITCH
TP73	KAT2B
TP73	MAPK8
TP73	MDM4
TP73	PML
TP73	TP53
TP73	TP53BP2
TPR	HTT
TPR	IFI16
TPT1	ATP1A2
TPT1	PLK1
TPT1	TP53
TRA2A	DHX15
TRAF2	AFF4
TRAF2	BAHD1
TRAF2	BANP
TRAF2	BIRC2
TRAF2	CFLAR
TRAF2	CYLD
TRAF2	FLNA
TRAF2	FXR2
TRAF2	GATA5
TRAF2	GORASP2
TRAF2	IKBKB
TRAF2	LTBR
TRAF2	MAP3K1
TRAF2	MAP3K5
TRAF2	MAP3K7
TRAF2	MAP3K8
TRAF2	MAST2
TRAF2	NR2C2
TRAF2	RFX3
TRAF2	RIPK2
TRAF2	SETD5
TRAF2	TAOK3
TRAF2	TNFRSF11A
TRAF2	TNFRSF25
TRAF2	TNFSF9
TRAF2	TNIK
TRAF3	BIRC2
TRAF3	CFLAR
TRAF3	GRIN1
TRAF3IP2	IKBKB
TRAF3IP2	MAP3K7
TRAF3IP2	TRAF2
TRAF3IP2	TRAF3
TRAF3	LTBR
TRAF3	MAP2K1
TRAF3	SRC
TRAF3	TICAM2
TRAF3	TNFRSF11A
TRAF3	TRAF2
TRAF7	CYLD
TRAF7	MAP3K3
TRERF1	CREBBP
TRIM11	MED15
TRIM11	PAX6
TRIM16	SETDB1
TRIM24	HNF4A
TRIM24	NR3C1
TRIM24	NR3C2
TRIM24	PML
TRIM24	RXRA
TRIM24	TP53
TRIM25	KLF5
TRIM33	SMAD4
TRIM33	TRIM24
TRIM37	COPB1
TRIM37	FXR2
TRIM37	TRAF2
TRIM37	TRAF3
TRIM39	DCX
TRIM3	ACTN4
TRIM3	MYO5A
TRIM7	DES
TRIO	FLNA
TRIO	PTK2
TRIO	PTPRF
TRIO	RAC1
TRIP10	ARHGAP17
TRIP10	CDC42
TRIP10	CREBBP
TRIP10	CTNNB1
TRIP10	DNM2
TRIP10	HTT
TRIP10	RXRA
TRIP10	SRC
TRIP10	THRB
TRIP12	ATF7IP
TRIP12	CELSR3
TRIP12	THRB
TRPC1	GRIA1
TRPC1	HOMER1
TRPC1	ITPR1
TRPC1	ITPR2
TRPC1	ITPR3
TRPC4	ITCH
TRPC4	ITPR1
TRPC4	ITPR2
TRPC4	ITPR3
TRPC4	SLC9A3R1
TRPC4	TJP1
TRPC4	TRPC1
TRPC5	HOMER1
TRPC5	ITPR1
TRPC5	ITPR3
TRPC5	SLC9A3R1
TRPC5	TRPC1
TRPC5	TRPC4
TRPC6	ITPR1
TRPC6	ITPR3
TRPC6	SRC
TRPC6	TRPC1
TRPC6	TRPC4
TRPC6	TRPC5
TRPM7	PLCB1
TRPM7	PLCG1
TRPV4	ITCH
TRPV4	PACSIN1
TRPV4	SRC
TRRAP	ATXN7
TRRAP	ATXN7L3
TRRAP	BRD8
TRRAP	CTNNB1
TRRAP	DMAP1
TRRAP	E2F4
TRRAP	EP400
TRRAP	ING1
TRRAP	KAT2B
TRRAP	KAT5
TRRAP	TP53
TTBK1	MAP2
TUBA1B	HDAC6
TUBA1B	MINK1
TUBA1B	PIK3R1
TUBA1B	PXN
TUBA1B	SIAH1
TUBA1B	SNAP91
TUBG1	MARK4
TUBG1	PDCD6IP
TUBG1	PIK3R1
TUBG1	PLK1
TUBG1	PXN
TUBG1	RNF19A
TUBG1	RPGR
TUBG1	TUBA1B
TUBG2	PXN
TUBG2	RNF19A
TUBGCP3	FBXW11
TUBGCP3	TUBG1
TUBGCP3	TUBG2
TUBGCP4	AP2B1
TUBGCP4	KCTD17
TUBGCP4	TUBG1
TUBGCP4	TUBGCP3
TYK2	CBL
TYK2	JAK1
TYK2	PDGFRB
TYK2	PIK3R1
TYK2	PLAUR
TYK2	PTPN6
U2AF2	CCAR1
U2AF2	CHERP
U2AF2	DDX6
U2AF2	HNRNPK
U2AF2	KHDRBS3
U2AF2	MAP1B
U2AF2	PUF60
U2AF2	RBM10
U2AF2	RBM39
U2AF2	RBM4
U2AF2	RBM5
U2AF2	SF1
U2AF2	SF3A2
U2AF2	SMAD5
U2AF2	SRPK2
U2AF2	TCERG1
UBA1	CDC34
UBA1	SEMA3F
UBA2	RANBP2
UBA2	SERBP1
UBA2	UBA1
UBAP2L	PLXNA2
UBE2J1	BIRC2
UBE3C	CAND2
UBQLN1	ADRM1
UBQLN1	CSTF2
UBQLN1	GABRA3
UBQLN1	HGS
UBQLN1	MTOR
UBR1	BTBD2
UBR1	CDC42
UBR1	FTH1
UBR1	PTPRS
UBR5	DDB1
UBTF	CHD4
UBTF	CREBBP
UBTF	CSNK2A1
UBTF	KAT5
UBTF	LEF1
UBTF	POLR1A
UBTF	RRN3
UBTF	SIRT7
UBTF	SMARCA5
UBTF	SMURF1
UBTF	TAF1
UBTF	TBP
UBXN1	BMPR1B
UBXN1	SMAD1
UBXN1	SMURF1
UBXN1	TGFBR1
UBXN7	HIF1A
UHRF2	SMAD4
ULK1	PRKAA1
ULK1	PRKAG1
ULK2	LUC7L2
ULK2	NASP
ULK2	SETDB1
UPF2	EIF4A1
UPF2	EIF4G1
UPF2	SKIV2L2
UPF2	SMG1
UPRT	UCKL1
USP11	CBX8
USP11	CS
USP11	EIF4B
USP11	MYCBP2
USP11	OSBPL9
USP11	PIK3C3
USP11	RANBP9
USP11	SETDB1
USP11	TP53
USP11	TRIP12
USP14	ADRM1
USP14	ERG
USP14	KIR2DL3
USP14	PSMA6
USP14	PSMC2
USP14	PSMC3
USP14	PSMC4
USP14	PSMC6
USP14	PSMD1
USP19	BIRC2
USP21	KCTD10
USP21	MARK1
USP21	MARK2
USP21	MARK3
USP21	MARK4
USP39	DDX23
USP39	EFTUD2
USP39	PRPF4B
USP39	PRPF6
USP39	PRPF8
USP39	SART1
USP47	FBXW11
USP54	ATN1
USP7	ACD
USP7	ARNT2
USP7	DAXX
USP7	DNMT1
USP7	EIF4B
USP7	HUWE1
USP7	MDM4
USP7	PPM1G
USP7	PSMA3
USP7	RING1
USP7	SYVN1
USP7	TP53
USP7	TRAF2
USP7	TRAF3
USP7	TRIP12
USP7	USP11
USP7	USP14
USP7	USP19
USP8	AKT1
USP8	BIRC6
USP8	EGFR
USP8	KIF23
USP8	RASGRF1
USP9X	CTNNB1
USP9X	DCX
USP9X	HUWE1
USP9X	ITCH
USP9X	MARK4
USP9X	MLLT4
USP9X	SMAD4
VAC14	NOS1
VAMP2	SNAP25
VAMP2	STXBP3
VAPA	NSF
VAPA	SIK1
VAPA	VAMP2
VCL	ACTN1
VCL	CTNNA1
VCL	CTNNB1
VCL	PRKCA
VCL	PTK2
VCL	PXN
VCL	RAVER1
VCL	SRC
VCL	TLN1
VPS13D	MADD
VPS28	PDCD6IP
VPS37D	HGS
VWF	COL1A2
VWF	F8
VWF	FURIN
VWF	ITGA2B
VWF	SIRPA
WAPAL	PDS5A
WAPAL	PDS5B
WAPAL	RAD21
WAPAL	RNGTT
WAPAL	SMC3
WASL	ABL1
WASL	CDC42
WASL	FNBP1
WASL	ITSN1
WASL	NCKIPSD
WASL	PACSIN1
WASL	SNX9
WBP11	PIK3R1
WBP11	PPP1CA
WBP11	RBM5
WBP11	SF3A2
WBP11	SRC
WBP11	TRIP10
WDR25	PSME3
WDR33	GIT1
WDR33	PRMT1
WDR33	TGFBR1
WDR33	TP53
WDR44	ASH2L
WDR44	RAB11A
WDR44	RBBP5
WDR48	ATAD5
WDR48	CSNK2A1
WDR48	EIF3A
WDR48	EIF3H
WDR48	PHLPP1
WDR48	SET
WDR5	ASH2L
WDR5	ATN1
WDR5	CHD8
WDR5	CXXC1
WDR5	E2F6
WDR5	HCFC1
WDR5	KDM6A
WDR5	MLLT1
WDR5	PAXIP1
WDR5	PHF8
WDR5	RBBP5
WDR5	SENP3
WDR5	SETD1A
WDR5	TAF1
WDR5	TAF6
WEE1	BRD8
WEE1	BRSK1
WEE1	BRSK2
WEE1	CSNK2A1
WEE1	FBXW11
WEE1	PLK1
WEE1	SMURF1
WHSC1	HDAC2
WIPI2	STRN4
WNK1	AKT1
WNK1	MAP3K3
WNK1	NEDD4L
WNK1	SGK1
WNK1	SYT2
WNK4	AKT1
WNK4	BCL6
WNK4	NEDD4L
WNK4	SGK1
WNK4	STK39
WWP1	ATN1
WWP1	KLF5
WWP1	RASA1
WWP1	SMAD1
WWP1	SMAD4
WWP1	SMAD5
WWP1	SMAD6
WWP1	TP53BP2
XPO5	ILF3
XPO5	SMAD4
XPO7	DDX19B
XRCC5	ATR
XRCC5	DHX9
XRCC5	HNRNPC
XRCC5	HSF1
XRCC5	NAA15
XRCC5	POLD1
XRCC5	POLE
XRCC5	RBM14
XRCC5	TCF4
XRCC5	TERF2
XRCC5	TERF2IP
XRCC5	TOP2B
XRCC5	TYK2
XRN2	EIF5A
XRN2	PSMA3
XRN2	TARDBP
XRN2	UPF2
YAP1	ABL1
YAP1	AKT1
YAP1	HNRNPU
YAP1	LATS1
YAP1	SLC9A3R1
YAP1	SMAD1
YAP1	TP53BP2
YAP1	TP73
YLPM1	PPP1CA
YLPM1	PRMT1
YTHDC1	ABL1
YTHDC1	KHDRBS3
YTHDC1	SRC
YY1	ACTR5
YY1	ATF2
YY1	BAP1
YY1	CREB1
YY1	CREBBP
YY1	CTCF
YY1	DLL1
YY1	E2F3
YY1	EED
YY1	GTF2I
YY1	HCFC1
YY1	HDAC2
YY1	HDAC4
YY1	HDAC5
YY1	HSPA4
YY1	ILF3
YY1	INO80
YY1	KAT2B
YY1	NFRKB
YY1	NOTCH1
YY1	NPM1
YY1	PRMT1
YY1	SMAD4
YY1	SP1
YY1	TFPT
YY1	TP53
ZBTB16	BCL6
ZBTB16	EIF2S2
ZBTB16	EPN1
ZBTB16	FCHO1
ZBTB16	GATA1
ZBTB16	GATA2
ZBTB16	HDAC2
ZBTB16	HDAC4
ZBTB16	HDAC5
ZBTB16	HDAC6
ZBTB16	HDAC7
ZBTB16	MAP3K3
ZBTB16	NCOR1
ZBTB16	NCOR2
ZBTB16	NR3C1
ZBTB16	PML
ZBTB16	RXRA
ZBTB16	SIN3A
ZBTB16	SIN3B
ZBTB16	SP1
ZBTB16	TRAF2
ZBTB16	WDR33
ZBTB17	CREBBP
ZBTB17	DNMT3A
ZBTB17	GTF2I
ZBTB17	HCFC1
ZBTB2	CREBBP
ZBTB32	GATA2
ZBTB32	ZBTB16
ZBTB47	CBFA2T3
ZC3H18	SF3A2
ZEB1	CTBP1
ZEB1	CTBP2
ZEB1	DRAP1
ZEB1	KAT5
ZEB2	CTBP1
ZEB2	CTBP2
ZEB2	SMAD1
ZEB2	SMAD5
ZER1	TCEB2
ZFPM1	CTBP2
ZFPM1	GATA1
ZFPM1	GATA2
ZFPM1	TOP3B
ZFYVE28	EGFR
ZFYVE9	CHD6
ZFYVE9	CTNNB1
ZFYVE9	EIF4G1
ZFYVE9	ETS2
ZFYVE9	JUP
ZFYVE9	PML
ZFYVE9	PPP1CA
ZFYVE9	PPP2R1A
ZFYVE9	RBBP6
ZFYVE9	SVEP1
ZFYVE9	TGFBR1
ZMIZ1	TP53
ZMYM2	FUS
ZMYM2	HDAC2
ZMYM2	HNRNPH3
ZMYM2	SMAD4
ZMYM2	UBTF
ZMYM3	HDAC2
ZMYND11	BMPR1A
ZMYND11	C11orf30
ZMYND11	E2F6
ZMYND11	EP400
ZMYND11	ETS2
ZMYND11	EZH1
ZMYND11	NCOR1
ZMYND11	SMARCA4
ZMYND11	TP53
ZMYND8	ATN1
ZMYND8	FHOD1
ZMYND8	RERE
ZMYND8	USP7
ZMYND8	ZFYVE9
ZNF148	TP53
ZNF205	TRAF2
ZNF207	HNRNPM
ZNF207	SF3A2
ZNF366	CTBP1
ZNF423	EBF1
ZNF423	EBF3
ZNF423	SMAD1
ZNF423	SMAD4
ZNF423	USP7
ZNF521	EBF1
ZNF521	GATA1
ZNF521	SMAD1
ZNF521	SMAD4
ZNF598	DBN1
ZP3	ACR
ZP3	FURIN
ZRANB2	YY1
ZXDC	CIITA
ZXDC	NR1H2
ZXDC	RORA
